Order Number,Sales Channel,Warehouse Code,Procured Date,Order Date,Ship Date,Delivery Date,Team ID,Team,Customer ID,Store ID,Product ID,Product,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0001908,Distributor,WARE-PUJ1005,8/24/2018,12/29/2018,1/3/2019,1/10/2019,22,Two Harbors,44,295,21,Door - Rear,2,10%,670,468.99
SO - 0001909,In-Store,WARE-XYS1001,10/11/2018,12/30/2018,1/5/2019,1/10/2019,11,Glenwood,42,30,43,Bumper - Rear,7,10%,6539.2,574.36
SO - 000191,Online,WARE-NMK1003,10/28/2018,11/6/2018,11/12/2018,11/16/2018,20,Glencoe,21,189,10,Coolant Sensor,7,30%,3430.4,689.31
SO - 0001910,In-Store,WARE-NBV1002,7/17/2018,12/30/2018,12/31/2018,1/2/2019,8,Luverne,42,83,4,Break Router,1,10%,3256.2,193.82
SO - 0001911,Online,WARE-XYS1001,7/4/2018,12/30/2018,1/4/2019,1/8/2019,13,Fergus Falls,43,19,15,Seat - Front,1,10%,2579.5,353.1
SO - 0001912,Online,WARE-NBV1002,12/28/2018,12/30/2018,1/5/2019,1/12/2019,20,Glencoe,36,87,5,Break Set,8,5%,3852.5,537.09
SO - 0001913,Wholesale,WARE-NMK1003,8/31/2018,12/30/2018,1/4/2019,1/6/2019,27,Grand Marais,26,145,11,AC Unit,8,15%,924.6,1786.59
SO - 0001914,Wholesale,WARE-UHY1004,11/29/2018,12/30/2018,1/3/2019,1/5/2019,26,Red Wing,20,260,27,Door Handle Set,3,5%,3906.1,1403.72
SO - 0001915,Distributor,WARE-UHY1004,8/11/2018,12/30/2018,1/3/2019,1/5/2019,23,Willmar,33,218,35,Front Axel,1,10%,254.6,1176.68
SO - 0001916,Wholesale,WARE-MKL1006,9/19/2018,12/30/2018,1/5/2019,1/11/2019,28,Montevideo,6,330,15,Seat - Front,2,7.50%,1072,353.1
SO - 0001917,In-Store,WARE-PUJ1005,9/4/2018,12/30/2018,12/31/2018,1/6/2019,5,Gaylord,12,291,16,Seat - Rear,2,15%,2653.2,511.83
SO - 0001918,In-Store,WARE-UHY1004,11/22/2018,12/30/2018,1/1/2019,1/8/2019,5,Gaylord,39,232,9,Coolant Tank,6,7.50%,3564.4,271.39
SO - 0001919,In-Store,WARE-PUJ1005,12/14/2018,12/30/2018,1/3/2019,1/5/2019,10,Redwood Falls,4,271,17,Seatbelt,8,40%,1078.7,55.61
SO - 000192,Distributor,WARE-NMK1003,8/15/2018,11/6/2018,11/11/2018,11/20/2018,22,Two Harbors,24,170,43,Bumper - Rear,7,7.50%,1152.4,574.36
SO - 0001920,Online,WARE-MKL1006,8/18/2018,12/30/2018,1/4/2019,1/13/2019,17,Milaca,19,358,15,Seat - Front,4,5%,6224.3,353.1
SO - 0001921,Wholesale,WARE-NMK1003,7/29/2018,12/30/2018,1/3/2019,1/11/2019,28,Montevideo,2,99,42,Bumper - Front,6,10%,1326.6,480.27
SO - 0001922,Wholesale,WARE-NMK1003,9/17/2018,12/30/2018,1/2/2019,1/7/2019,26,Red Wing,36,115,47,Hood Ornament,8,10%,221.1,396.81
SO - 0001923,Distributor,WARE-UHY1004,10/14/2018,12/30/2018,1/3/2019,1/5/2019,24,Mora,25,219,35,Front Axel,8,5%,6344.9,1176.68
SO - 0001924,In-Store,WARE-MKL1006,7/5/2018,12/31/2018,1/3/2019,1/8/2019,4,Owatonna,36,349,2,Spark Plug,2,15%,1132.3,1.38
SO - 0001925,Online,WARE-MKL1006,8/5/2018,12/31/2018,1/6/2019,1/17/2019,16,Austin,23,348,22,Quarter Panel - Front,4,5%,757.1,368.39
SO - 0001926,In-Store,WARE-PUJ1005,10/31/2018,12/31/2018,1/5/2019,1/14/2019,5,Gaylord,21,262,17,Seatbelt,6,10%,1038.5,55.61
SO - 0001927,Online,WARE-NMK1003,10/8/2018,12/31/2018,1/4/2019,1/11/2019,16,Austin,40,125,29,Radiator Cap - Custom,6,5%,958.1,770.71
SO - 0001928,Wholesale,WARE-XYS1001,10/2/2018,12/31/2018,1/1/2019,1/8/2019,27,Grand Marais,39,44,36,Rear Axel,1,10%,1855.9,1099.4
SO - 0001929,In-Store,WARE-NMK1003,12/19/2018,12/31/2018,1/4/2019,1/12/2019,10,Redwood Falls,29,187,21,Door - Rear,2,15%,2646.5,468.99
SO - 000193,Distributor,WARE-NMK1003,8/27/2018,11/6/2018,11/8/2018,11/12/2018,21,Marshall,25,130,37,Tail Light,4,10%,1085.4,22.71
SO - 0001930,In-Store,WARE-XYS1001,11/15/2018,12/31/2018,1/6/2019,1/12/2019,3,St. James,19,32,10,Coolant Sensor,3,15%,5453.8,689.31
SO - 0001931,In-Store,WARE-NMK1003,10/1/2018,12/31/2018,1/2/2019,1/7/2019,5,Gaylord,5,104,45,Rearview Mirror,4,7.50%,1782.2,313.72
SO - 0001932,In-Store,WARE-NMK1003,8/20/2018,12/31/2018,1/3/2019,1/11/2019,3,St. James,29,126,9,Coolant Tank,4,5%,1051.9,271.39
SO - 0001933,In-Store,WARE-MKL1006,7/24/2018,12/31/2018,1/4/2019,1/11/2019,9,Olivia,22,338,5,Break Set,5,20%,254.6,537.09
SO - 0001934,In-Store,WARE-PUJ1005,11/19/2018,12/31/2018,1/3/2019,1/8/2019,9,Olivia,19,315,33,Radiator Fluid,2,7.50%,2860.9,90.21
SO - 0001935,In-Store,WARE-NBV1002,12/26/2018,12/31/2018,1/5/2019,1/14/2019,8,Luverne,32,78,10,Coolant Sensor,8,10%,2887.7,689.31
SO - 0001936,Distributor,WARE-XYS1001,9/5/2018,12/31/2018,1/4/2019,1/11/2019,21,Marshall,31,30,24,Hood,8,5%,1085.4,707.85
SO - 0001937,Online,WARE-NMK1003,12/25/2018,1/1/2019,1/5/2019,1/11/2019,16,Austin,27,136,7,Distributor Wire,7,5%,1031.8,24.83
SO - 0001938,In-Store,WARE-PUJ1005,9/2/2018,1/1/2019,1/3/2019,1/10/2019,5,Gaylord,35,282,44,Cruise Control,8,7.50%,1172.5,863.58
SO - 0001939,In-Store,WARE-MKL1006,12/24/2018,1/1/2019,1/4/2019,1/11/2019,2,Buffalo,4,353,39,Break Light,4,7.50%,2010,55.82
SO - 000194,In-Store,WARE-NMK1003,8/16/2018,12/6/2018,12/11/2018,12/15/2018,5,Gaylord,11,149,15,Seat - Front,5,10%,5031.7,353.1
SO - 0001940,Online,WARE-UHY1004,11/18/2018,1/1/2019,1/5/2019,1/10/2019,16,Austin,16,238,45,Rearview Mirror,8,7.50%,5279.6,313.72
SO - 0001941,Wholesale,WARE-NMK1003,9/11/2018,1/1/2019,1/5/2019,1/11/2019,28,Montevideo,34,175,6,Distributor Cap,7,15%,1038.5,129.04
SO - 0001942,Online,WARE-NMK1003,9/20/2018,1/1/2019,1/7/2019,1/9/2019,18,Lichfield,37,99,6,Distributor Cap,2,5%,2860.9,129.04
SO - 0001943,In-Store,WARE-NMK1003,12/27/2018,1/1/2019,1/4/2019,1/11/2019,1,Granite Falls,42,88,47,Hood Ornament,2,30%,978.2,396.81
SO - 0001944,Wholesale,WARE-PUJ1005,7/19/2018,1/1/2019,1/5/2019,1/9/2019,26,Red Wing,32,268,23,Quarter Panel - Rear,3,5%,3718.5,338.25
SO - 0001945,In-Store,WARE-PUJ1005,7/26/2018,1/1/2019,1/5/2019,1/9/2019,7,Roseau,4,274,28,CV Joint,2,10%,5480.6,1294.12
SO - 0001946,In-Store,WARE-NBV1002,12/30/2018,1/1/2019,1/3/2019,1/10/2019,1,Granite Falls,34,59,41,Antenna,3,10%,797.3,83.64
SO - 0001947,In-Store,WARE-UHY1004,10/22/2018,1/1/2019,1/5/2019,1/8/2019,11,Glenwood,46,259,35,Front Axel,2,5%,247.9,1176.68
SO - 0001948,Online,WARE-XYS1001,10/7/2018,1/1/2019,1/6/2019,1/8/2019,14,Worthington,49,55,33,Radiator Fluid,4,7.50%,1165.8,90.21
SO - 0001949,In-Store,WARE-NMK1003,8/22/2018,1/1/2019,1/5/2019,1/10/2019,6,Elk River,32,100,46,Trunk Carpet,8,20%,6425.3,91.33
SO - 000195,Distributor,WARE-NMK1003,9/29/2018,12/6/2018,12/8/2018,12/18/2018,24,Mora,17,99,33,Radiator Fluid,7,15%,1092.1,90.21
SO - 0001950,Online,WARE-NMK1003,12/7/2018,1/1/2019,1/2/2019,1/13/2019,14,Worthington,28,177,36,Rear Axel,7,7.50%,1293.1,1099.4
SO - 0001951,In-Store,WARE-NMK1003,9/12/2018,1/1/2019,1/2/2019,1/13/2019,4,Owatonna,38,113,2,Spark Plug,1,15%,6197.5,1.38
SO - 0001952,In-Store,WARE-PUJ1005,11/7/2018,2/1/2019,2/6/2019,2/15/2019,1,Granite Falls,12,325,4,Break Router,3,30%,5869.2,193.82
SO - 0001953,In-Store,WARE-UHY1004,12/14/2018,2/1/2019,2/7/2019,2/16/2019,10,Redwood Falls,31,250,10,Coolant Sensor,8,7.50%,1098.8,689.31
SO - 0001954,In-Store,WARE-UHY1004,9/10/2018,2/1/2019,2/7/2019,2/16/2019,6,Elk River,25,240,10,Coolant Sensor,2,15%,1072,689.31
SO - 0001955,In-Store,WARE-PUJ1005,1/9/2019,2/1/2019,2/7/2019,2/10/2019,1,Granite Falls,26,313,24,Hood,1,10%,6532.5,707.85
SO - 0001956,Online,WARE-NMK1003,8/16/2018,2/1/2019,2/7/2019,2/12/2019,15,St.Peter,19,123,20,Door - Front,3,7.50%,3946.3,660.94
SO - 0001957,Online,WARE-NMK1003,12/5/2018,2/1/2019,2/6/2019,2/16/2019,13,Fergus Falls,17,128,9,Coolant Tank,8,30%,1031.8,271.39
SO - 0001958,In-Store,WARE-PUJ1005,1/30/2019,2/1/2019,2/3/2019,2/7/2019,6,Elk River,15,317,25,Trunk,4,30%,5172.4,1074.1
SO - 0001959,In-Store,WARE-PUJ1005,11/6/2018,2/1/2019,2/6/2019,2/7/2019,7,Roseau,23,305,3,Break Pad Set,4,5%,2512.5,211.19
SO - 000196,Wholesale,WARE-XYS1001,8/24/2018,12/6/2018,12/7/2018,12/15/2018,27,Grand Marais,5,21,17,Seatbelt,7,5%,187.6,55.61
SO - 0001960,Online,WARE-PUJ1005,12/27/2018,2/1/2019,2/7/2019,2/11/2019,15,St.Peter,42,303,26,Door Handle,7,5%,2639.8,162.29
SO - 0001961,Distributor,WARE-PUJ1005,1/27/2019,3/1/2019,3/6/2019,3/15/2019,23,Willmar,19,311,36,Rear Axel,1,5%,1051.9,1099.4
SO - 0001962,In-Store,WARE-PUJ1005,12/22/2018,3/1/2019,3/6/2019,3/10/2019,9,Olivia,5,262,10,Coolant Sensor,1,5%,1051.9,689.31
SO - 0001963,Online,WARE-NMK1003,10/3/2018,3/1/2019,3/7/2019,3/10/2019,17,Milaca,33,186,44,Cruise Control,7,5%,2003.3,863.58
SO - 0001964,Online,WARE-NMK1003,1/27/2019,3/1/2019,3/4/2019,3/8/2019,19,Fairmont,33,142,12,Gear Shift Knob,4,5%,837.5,98.45
SO - 0001965,In-Store,WARE-UHY1004,9/12/2018,3/1/2019,3/5/2019,3/9/2019,9,Olivia,40,237,41,Antenna,5,5%,5815.6,83.64
SO - 0001966,In-Store,WARE-XYS1001,1/31/2019,3/1/2019,3/4/2019,3/13/2019,12,Thief River Falls,23,38,29,Radiator Cap - Custom,7,5%,1172.5,770.71
SO - 0001967,Distributor,WARE-NBV1002,10/18/2018,3/1/2019,3/3/2019,3/11/2019,24,Mora,3,85,1,Leaf Springs,6,20%,1118.9,1028.78
SO - 0001968,Online,WARE-PUJ1005,12/28/2018,3/1/2019,3/6/2019,3/10/2019,14,Worthington,23,283,24,Hood,8,15%,3845.8,707.85
SO - 0001969,In-Store,WARE-XYS1001,11/3/2018,3/1/2019,3/5/2019,3/14/2019,2,Buffalo,40,24,40,Blinker Fluid,3,7.50%,2586.2,17.05
SO - 000197,Online,WARE-NMK1003,9/7/2018,12/6/2018,12/7/2018,12/12/2018,18,Lichfield,30,90,1,Leaf Springs,4,5%,3993.2,1028.78
SO - 0001970,Online,WARE-NMK1003,12/11/2018,3/1/2019,3/3/2019,3/7/2019,20,Glencoe,29,139,30,Radiator,7,10%,5165.7,1818.48
SO - 0001971,Online,WARE-XYS1001,1/18/2019,3/1/2019,3/3/2019,3/14/2019,17,Milaca,26,13,13,Window Switch - Front,3,5%,3155.7,492.45
SO - 0001972,Online,WARE-UHY1004,10/25/2018,4/1/2019,4/2/2019,4/7/2019,17,Milaca,43,258,44,Cruise Control,8,20%,2304.8,863.58
SO - 0001973,In-Store,WARE-NMK1003,10/27/2018,4/1/2019,4/2/2019,4/13/2019,3,St. James,26,178,8,Transmission,3,5%,3839.1,2610.59
SO - 0001974,Online,WARE-PUJ1005,10/23/2018,4/1/2019,4/4/2019,4/11/2019,19,Fairmont,44,265,45,Rearview Mirror,2,40%,1005,313.72
SO - 0001975,Distributor,WARE-NMK1003,12/4/2018,4/1/2019,4/6/2019,4/9/2019,22,Two Harbors,19,165,27,Door Handle Set,6,7.50%,2525.9,1403.72
SO - 0001976,Wholesale,WARE-NMK1003,11/26/2018,4/1/2019,4/6/2019,4/16/2019,27,Grand Marais,8,149,24,Hood,6,5%,1922.9,707.85
SO - 0001977,In-Store,WARE-PUJ1005,2/14/2019,4/1/2019,4/4/2019,4/9/2019,12,Thief River Falls,6,292,16,Seat - Rear,1,5%,6371.7,511.83
SO - 0001978,Distributor,WARE-PUJ1005,3/21/2019,4/1/2019,4/5/2019,4/10/2019,23,Willmar,36,285,12,Gear Shift Knob,2,40%,3986.5,98.45
SO - 0001979,In-Store,WARE-UHY1004,10/27/2018,4/1/2019,4/5/2019,4/11/2019,6,Elk River,7,212,33,Radiator Fluid,8,7.50%,1835.8,90.21
SO - 000198,Online,WARE-MKL1006,9/21/2018,12/6/2018,12/10/2018,12/19/2018,14,Worthington,9,360,15,Seat - Front,5,5%,2472.3,353.1
SO - 0001980,In-Store,WARE-NMK1003,12/20/2018,4/1/2019,4/6/2019,4/9/2019,11,Glenwood,12,137,20,Door - Front,1,20%,871,660.94
SO - 0001981,In-Store,WARE-XYS1001,10/12/2018,4/1/2019,4/6/2019,4/15/2019,8,Luverne,5,33,43,Bumper - Rear,6,7.50%,3731.9,574.36
SO - 0001982,Wholesale,WARE-UHY1004,10/4/2018,4/1/2019,4/4/2019,4/8/2019,28,Montevideo,22,208,37,Tail Light,8,15%,1976.5,22.71
SO - 0001983,Online,WARE-NMK1003,10/6/2018,4/1/2019,4/6/2019,4/13/2019,19,Fairmont,19,161,28,CV Joint,1,15%,3537.6,1294.12
SO - 0001984,Online,WARE-NMK1003,12/13/2018,4/1/2019,4/5/2019,4/14/2019,14,Worthington,32,134,21,Door - Rear,8,5%,2405.3,468.99
SO - 0001985,Online,WARE-UHY1004,12/28/2018,4/1/2019,4/5/2019,4/8/2019,20,Glencoe,43,234,47,Hood Ornament,4,5%,3075.3,396.81
SO - 0001986,Distributor,WARE-UHY1004,10/16/2018,4/1/2019,4/3/2019,4/9/2019,21,Marshall,29,222,15,Seat - Front,2,7.50%,221.1,353.1
SO - 0001987,Online,WARE-NMK1003,11/5/2018,4/1/2019,4/3/2019,4/5/2019,20,Glencoe,49,195,42,Bumper - Front,3,5%,891.1,480.27
SO - 0001988,Distributor,WARE-UHY1004,12/5/2018,4/1/2019,4/4/2019,4/5/2019,21,Marshall,49,255,12,Gear Shift Knob,2,7.50%,1226.1,98.45
SO - 0001989,In-Store,WARE-XYS1001,1/31/2019,5/1/2019,5/5/2019,5/16/2019,4,Owatonna,28,24,41,Antenna,4,7.50%,5721.8,83.64
SO - 000199,In-Store,WARE-XYS1001,9/9/2018,12/6/2018,12/9/2018,12/13/2018,4,Owatonna,47,23,47,Hood Ornament,4,5%,1206,396.81
SO - 0001990,In-Store,WARE-NMK1003,1/7/2019,5/1/2019,5/2/2019,5/13/2019,4,Owatonna,23,115,3,Break Pad Set,7,5%,3202.6,211.19
SO - 0001991,Online,WARE-UHY1004,1/26/2019,5/1/2019,5/2/2019,5/7/2019,14,Worthington,31,247,30,Radiator,5,10%,1721.9,1818.48
SO - 0001992,Online,WARE-PUJ1005,1/7/2019,5/1/2019,5/2/2019,5/6/2019,20,Glencoe,32,268,7,Distributor Wire,4,40%,897.8,24.83
SO - 0001993,Online,WARE-PUJ1005,11/25/2018,5/1/2019,5/7/2019,5/18/2019,19,Fairmont,12,305,41,Antenna,8,7.50%,1051.9,83.64
SO - 0001994,Online,WARE-UHY1004,12/1/2018,5/1/2019,5/4/2019,5/11/2019,18,Lichfield,43,235,7,Distributor Wire,6,5%,904.5,24.83
SO - 0001995,Wholesale,WARE-XYS1001,12/24/2018,5/1/2019,5/6/2019,5/8/2019,26,Red Wing,19,24,20,Door - Front,8,15%,2673.3,660.94
SO - 0001996,Online,WARE-UHY1004,4/23/2019,5/1/2019,5/6/2019,5/17/2019,20,Glencoe,28,246,5,Break Set,8,5%,1065.3,537.09
SO - 0001997,In-Store,WARE-MKL1006,11/16/2018,5/1/2019,5/4/2019,5/8/2019,3,St. James,1,335,24,Hood,4,7.50%,2010,707.85
SO - 0001998,In-Store,WARE-MKL1006,2/11/2019,5/1/2019,5/4/2019,5/12/2019,11,Glenwood,8,355,3,Break Pad Set,7,7.50%,850.9,211.19
SO - 0001999,In-Store,WARE-UHY1004,1/24/2019,6/1/2019,6/6/2019,6/12/2019,1,Granite Falls,41,234,22,Quarter Panel - Front,8,7.50%,2465.6,368.39
SO - 000200,Online,WARE-NMK1003,7/27/2018,12/6/2018,12/8/2018,12/18/2018,20,Glencoe,5,144,40,Blinker Fluid,5,5%,1728.6,17.05
SO - 0002000,Online,WARE-NMK1003,4/6/2019,6/1/2019,6/4/2019,6/11/2019,18,Lichfield,23,200,39,Break Light,1,5%,3872.6,55.82
SO - 0002001,Online,WARE-PUJ1005,1/5/2019,6/1/2019,6/2/2019,6/9/2019,15,St.Peter,40,279,42,Bumper - Front,1,5%,254.6,480.27
SO - 0002002,Online,WARE-NMK1003,3/20/2019,6/1/2019,6/2/2019,6/10/2019,13,Fergus Falls,24,88,26,Door Handle,7,5%,3182.5,162.29
SO - 0002003,Distributor,WARE-UHY1004,2/10/2019,6/1/2019,6/2/2019,6/11/2019,20,Glencoe,4,224,16,Seat - Rear,1,7.50%,1112.2,511.83
SO - 0002004,In-Store,WARE-NMK1003,12/26/2018,6/1/2019,6/5/2019,6/12/2019,2,Buffalo,12,184,15,Seat - Front,3,15%,917.9,353.1
SO - 0002005,In-Store,WARE-NMK1003,5/8/2019,6/1/2019,6/5/2019,6/13/2019,7,Roseau,2,189,15,Seat - Front,1,5%,1922.9,353.1
SO - 0002006,Distributor,WARE-NMK1003,3/21/2019,7/1/2019,7/4/2019,7/10/2019,24,Mora,14,133,35,Front Axel,5,5%,1996.6,1176.68
SO - 0002007,Online,WARE-NMK1003,3/8/2019,7/1/2019,7/3/2019,7/4/2019,13,Fergus Falls,19,123,27,Door Handle Set,7,5%,3966.4,1403.72
SO - 0002008,Online,WARE-NMK1003,3/9/2019,7/1/2019,7/2/2019,7/11/2019,12,Thief River Falls,27,110,26,Door Handle,5,5%,783.9,162.29
SO - 0002009,Online,WARE-NMK1003,5/27/2019,7/1/2019,7/4/2019,7/7/2019,13,Fergus Falls,42,163,12,Gear Shift Knob,6,7.50%,830.8,98.45
SO - 000201,Wholesale,WARE-NMK1003,10/7/2018,12/6/2018,12/7/2018,12/14/2018,28,Montevideo,23,134,23,Quarter Panel - Rear,7,7.50%,1983.2,338.25
SO - 0002010,In-Store,WARE-PUJ1005,3/30/2019,7/1/2019,7/6/2019,7/14/2019,5,Gaylord,4,308,18,Handbrake,6,5%,1045.2,331.25
SO - 0002011,Online,WARE-NMK1003,6/19/2019,7/1/2019,7/6/2019,7/8/2019,17,Milaca,35,134,33,Radiator Fluid,1,10%,1025.1,90.21
SO - 0002012,Distributor,WARE-XYS1001,6/13/2019,7/1/2019,7/6/2019,7/12/2019,24,Mora,35,35,18,Handbrake,2,7.50%,5319.8,331.25
SO - 0002013,Wholesale,WARE-UHY1004,1/9/2019,7/1/2019,7/4/2019,7/14/2019,26,Red Wing,13,241,17,Seatbelt,4,7.50%,897.8,55.61
SO - 0002014,In-Store,WARE-UHY1004,5/21/2019,7/1/2019,7/3/2019,7/13/2019,1,Granite Falls,24,242,20,Door - Front,5,20%,1969.8,660.94
SO - 0002015,Online,WARE-PUJ1005,1/18/2019,7/1/2019,7/2/2019,7/4/2019,20,Glencoe,39,289,27,Door Handle Set,1,7.50%,1112.2,1403.72
SO - 0002016,Distributor,WARE-NMK1003,4/15/2019,7/1/2019,7/3/2019,7/12/2019,21,Marshall,42,162,38,Blinker Set,6,20%,1045.2,800.13
SO - 0002017,In-Store,WARE-XYS1001,4/25/2019,8/1/2019,8/4/2019,8/7/2019,2,Buffalo,45,18,1,Leaf Springs,4,7.50%,1031.8,1028.78
SO - 0002018,In-Store,WARE-NMK1003,5/14/2019,8/1/2019,8/4/2019,8/13/2019,12,Thief River Falls,23,164,45,Rearview Mirror,5,40%,2365.1,313.72
SO - 0002019,In-Store,WARE-PUJ1005,5/4/2019,8/1/2019,8/5/2019,8/15/2019,4,Owatonna,13,291,43,Bumper - Rear,3,10%,234.5,574.36
SO - 000202,Online,WARE-NMK1003,7/20/2018,12/6/2018,12/8/2018,12/18/2018,20,Glencoe,14,180,11,AC Unit,2,20%,5313.1,1786.59
SO - 0002020,Wholesale,WARE-UHY1004,7/16/2019,8/1/2019,8/5/2019,8/10/2019,26,Red Wing,18,207,19,Trunk Release,8,10%,2572.8,42.75
SO - 0002021,In-Store,WARE-NMK1003,7/27/2019,8/1/2019,8/4/2019,8/8/2019,4,Owatonna,39,186,38,Blinker Set,5,5%,174.2,800.13
SO - 0002022,In-Store,WARE-PUJ1005,3/29/2019,8/1/2019,8/5/2019,8/15/2019,11,Glenwood,43,310,7,Distributor Wire,1,10%,1105.5,24.83
SO - 0002023,In-Store,WARE-NMK1003,7/23/2019,8/1/2019,8/4/2019,8/10/2019,2,Buffalo,9,191,43,Bumper - Rear,4,7.50%,3832.4,574.36
SO - 0002024,In-Store,WARE-PUJ1005,2/20/2019,8/1/2019,8/5/2019,8/7/2019,4,Owatonna,21,319,46,Trunk Carpet,2,7.50%,3939.6,91.33
SO - 0002025,Wholesale,WARE-NMK1003,6/6/2019,8/1/2019,8/6/2019,8/9/2019,26,Red Wing,16,137,26,Door Handle,4,10%,1085.4,162.29
SO - 0002026,Wholesale,WARE-XYS1001,4/10/2019,8/1/2019,8/5/2019,8/8/2019,28,Montevideo,9,57,30,Radiator,7,5%,2619.7,1818.48
SO - 0002027,Online,WARE-XYS1001,4/19/2019,8/1/2019,8/5/2019,8/15/2019,13,Fergus Falls,33,44,19,Trunk Release,7,5%,3383.5,42.75
SO - 0002028,In-Store,WARE-PUJ1005,4/7/2019,8/1/2019,8/4/2019,8/6/2019,11,Glenwood,1,263,30,Radiator,8,5%,817.4,1818.48
SO - 0002029,In-Store,WARE-XYS1001,3/2/2019,8/1/2019,8/6/2019,8/12/2019,5,Gaylord,38,47,17,Seatbelt,2,10%,1078.7,55.61
SO - 000203,Distributor,WARE-XYS1001,9/24/2018,12/6/2018,12/10/2018,12/12/2018,20,Glencoe,44,58,23,Quarter Panel - Rear,5,7.50%,871,338.25
SO - 0002030,Online,WARE-NBV1002,6/20/2019,9/1/2019,9/4/2019,9/14/2019,18,Lichfield,26,86,9,Coolant Tank,3,20%,6204.2,271.39
SO - 0002031,Online,WARE-XYS1001,7/30/2019,9/1/2019,9/3/2019,9/5/2019,17,Milaca,43,33,5,Break Set,6,5%,5299.7,537.09
SO - 0002032,Distributor,WARE-NMK1003,8/12/2019,9/1/2019,9/5/2019,9/12/2019,24,Mora,47,159,39,Break Light,5,7.50%,201,55.82
SO - 0002033,In-Store,WARE-NMK1003,6/16/2019,9/1/2019,9/4/2019,9/10/2019,2,Buffalo,34,133,3,Break Pad Set,6,7.50%,3396.9,211.19
SO - 0002034,In-Store,WARE-UHY1004,4/17/2019,9/1/2019,9/7/2019,9/10/2019,10,Redwood Falls,48,232,16,Seat - Rear,6,10%,1065.3,511.83
SO - 0002035,Distributor,WARE-PUJ1005,6/30/2019,9/1/2019,9/2/2019,9/5/2019,21,Marshall,10,310,3,Break Pad Set,5,7.50%,3973.1,211.19
SO - 0002036,In-Store,WARE-UHY1004,4/21/2019,9/1/2019,9/7/2019,9/12/2019,1,Granite Falls,14,211,46,Trunk Carpet,8,5%,1983.2,91.33
SO - 0002037,Wholesale,WARE-MKL1006,6/9/2019,9/1/2019,9/4/2019,9/13/2019,27,Grand Marais,43,356,40,Blinker Fluid,2,40%,1929.6,17.05
SO - 0002038,Online,WARE-MKL1006,7/31/2019,9/1/2019,9/3/2019,9/9/2019,15,St.Peter,49,359,30,Radiator,3,15%,891.1,1818.48
SO - 0002039,Distributor,WARE-UHY1004,6/23/2019,10/1/2019,10/7/2019,10/12/2019,24,Mora,38,205,23,Quarter Panel - Rear,7,20%,3999.9,338.25
SO - 000204,Online,WARE-NMK1003,12/30/2017,6/13/2018,6/15/2018,6/25/2018,12,Thief River Falls,38,175,43,Bumper - Rear,2,10%,2532.6,574.36
SO - 0002040,In-Store,WARE-NMK1003,7/8/2019,10/1/2019,10/4/2019,10/11/2019,1,Granite Falls,4,162,1,Leaf Springs,4,30%,1809,1028.78
SO - 0002041,Online,WARE-UHY1004,6/15/2019,10/1/2019,10/5/2019,10/11/2019,13,Fergus Falls,17,221,6,Distributor Cap,5,7.50%,3430.4,129.04
SO - 0002042,Wholesale,WARE-UHY1004,9/30/2019,10/1/2019,10/5/2019,10/8/2019,28,Montevideo,12,229,43,Bumper - Rear,5,5%,2519.2,574.36
SO - 0002043,Distributor,WARE-NBV1002,9/14/2019,10/1/2019,10/6/2019,10/12/2019,24,Mora,2,83,33,Radiator Fluid,1,7.50%,1011.7,90.21
SO - 0002044,In-Store,WARE-PUJ1005,8/27/2019,10/1/2019,10/6/2019,10/9/2019,1,Granite Falls,5,313,22,Quarter Panel - Front,7,5%,214.4,368.39
SO - 0002045,Online,WARE-NMK1003,4/26/2019,10/1/2019,10/4/2019,10/5/2019,17,Milaca,38,138,31,Radiator Cap - Standard,1,20%,2324.9,79.87
SO - 0002046,In-Store,WARE-NMK1003,7/8/2019,10/1/2019,10/6/2019,10/11/2019,3,St. James,34,200,39,Break Light,7,7.50%,2552.7,55.82
SO - 0002047,In-Store,WARE-XYS1001,6/1/2019,10/1/2019,10/6/2019,10/12/2019,1,Granite Falls,46,2,24,Hood,3,5%,1775.5,707.85
SO - 0002048,In-Store,WARE-XYS1001,6/22/2019,10/1/2019,10/4/2019,10/13/2019,10,Redwood Falls,7,55,27,Door Handle Set,3,7.50%,3906.1,1403.72
SO - 0002049,Online,WARE-PUJ1005,5/14/2019,10/1/2019,10/5/2019,10/8/2019,15,St.Peter,46,300,2,Spark Plug,4,10%,2860.9,1.38
SO - 000205,Online,WARE-NMK1003,3/5/2018,6/13/2018,6/14/2018,6/16/2018,14,Worthington,14,95,1,Leaf Springs,4,7.50%,5916.1,1028.78
SO - 0002050,In-Store,WARE-NMK1003,8/6/2019,10/1/2019,10/3/2019,10/6/2019,5,Gaylord,34,168,37,Tail Light,3,5%,931.3,22.71
SO - 0002051,Online,WARE-PUJ1005,7/30/2019,10/1/2019,10/4/2019,10/10/2019,17,Milaca,40,290,28,CV Joint,7,7.50%,1072,1294.12
SO - 0002052,In-Store,WARE-NMK1003,4/3/2019,10/1/2019,10/4/2019,10/15/2019,8,Luverne,13,174,37,Tail Light,4,15%,241.2,22.71
SO - 0002053,Wholesale,WARE-XYS1001,5/14/2019,11/1/2019,11/3/2019,11/14/2019,28,Montevideo,32,29,12,Gear Shift Knob,4,5%,3691.7,98.45
